0 0.019996 -3.91222
6.315 0.010635 -4.5436
12.63 0.00565516 -5.17519
18.945 0.00300729 -5.80671
25.26 0.00159917 -6.43827
31.575 0.000850349 -7.06986
37.89 0.000452186 -7.70142
44.205 0.00024046 -8.33296
50.52 0.000127866 -8.96453
56.835 6.79914e-05 -9.59613
Die mittlere Abklingzeit betraegt: 9.99928
